100.9114,129.3137,131.352,102.592,57.18311,-11.05598,-38.61711,31.46103,98.97239,181.9335,134.5847,49.53126,37.49628,6.037708,-17.94128,-35.67756,0,51.41697,17.22264,17.54033,-54.61284,-59.32961,-43.95251,28.19477,-26.72163,-113.4397,-92.46921,-78.45182,1.119756,-35.67756,37.49628,29.75094,-62.7893,-129.3137,-93.22995,-45.40892,57.18311,81.0212,57.90239,25.72209,-11.66235,-5.800867,11.93206,80.07856,83.90474,108.0081,98.97239,58.82682,31.6189,13.92069,63.23779,152.8892,138.3502,143.2343,121.8108,69.98405,19.68683,92.86066,106.7433,118.8237,98.97239,158.7842,141.0878,73.08035
125.8028,186.2725,150.1888,74.78534,56.73462,26.39335,11.61433,30.78828,155.707,181.485,83.90474,64.33159,25.83541,-23.56296,-10.54111,-35.67756,56.73462,50.96848,35.83519,17.09184,2.121775,-27.48647,-50.45568,-24.27914,-27.39437,-56.92929,-87.76001,-21.49296,0.6712614,-24.46518,-19.68683,48.36348,-100.9114,-72.35479,-93.22995,-25.0024,0,41.77789,90.86678,82.68095,-56.06335,-6.47361,37.27203,92.41217,140.6394,108.0081,155.4828,115.5614,56.73462,70.6553,107.4146,95.70613,179.3875,195.484,160.6056,74.46899,30.89921,35.67756,113.0222,126.2239,155.707,142.6384,140.8636,65.68018
158.0945,185.824,93.22995,45.40892,0,26.1691,-38.61711,-25.72209,111.0817,131.2535,113.2812,86.53209,27.18089,-51.1454,0.6712614,6.032476,21.75201,-5.76614,-20.89943,-39.64278,1.897527,-2.819242,-2.915217,-28.98834,-83.90474,-85.18448,-46.04998,-27.32339,-56.06335,21.05706,-19.68683,8.447425,-67.94699,-72.80328,-36.71958,-3.698884,47.31622,66.66936,95.12748,82.23245,-4.037936,-62.98398,-19.68683,35.67756,89.95942,164.5184,98.97239,115.3372,0,65.94611,50.45568,101.7608,188.3574,199.969,178.3212,102.7242,73.95473,35.67756,104.7251,137.212,155.707,135.9109,83.90474,47.51613
100.9114,186.0483,93.22995,102.592,56.73462,26.39335,-38.61711,31.23678,98.97239,124.7504,133.6877,86.98059,-19.68683,-51.1454,-56.06335,-35.67756,0,-5.76614,23.27733,-20.58174,-41.83073,-59.32961,6.27893,-28.98834,-83.90474,-113.4397,-42.01352,-78.45182,-56.06335,21.28131,-19.68683,47.01799,-44.17675,-129.3137,-37.61657,-45.40892,23.99448,87.07588,81.89687,25.72209,0.6712614,-6.47361,-19.68683,35.67756,83.90474,164.7427,98.97239,115.5614,23.54599,13.92069,63.01355,152.4408,140.3685,143.2343,178.5454,69.98405,38.07513,35.67756,56.06335,112.7691,98.97239,158.3357,83.90474,47.51613
100.9114,155.7749,149.9646,45.40892,0,8.677794,18.11751,-25.72209,98.97239,181.485,140.6394,86.98059,12.38056,5.589213,0.6712614,-35.67756,56.73462,50.96848,-20.89943,-39.64278,-54.61284,-59.32961,6.27893,27.74627,-27.17012,-113.4397,-42.23777,-78.45182,0.6712614,14.55388,20.00497,-8.371137,-44.17675,-129.3137,-43.67125,-45.40892,56.73462,87.07588,95.35172,82.4567,0.6712614,-62.98398,-19.68683,92.41217,83.90474,164.7427,98.97239,63.31177,0,13.92069,50.45568,143.9193,131.8471,143.2343,123.1563,69.98405,23.94753,92.18793,112.798,112.7691,98.97239,101.6011,140.6394,104.2507
139.2577,129.3137,149.9646,86.67046,11.88512,25.7206,-23.14403,29.89129,139.1127,181.485,106.5537,30.24597,37.04778,4.467976,-46.64496,-33.88358,0,50.96848,-16.19023,17.09184,-39.8125,-41.16556,-50.45568,27.74627,-27.17012,-56.70505,-57.4866,-21.49296,0.6712614,-35.67756,37.27203,23.9205,-69.74097,-78.18523,-93.22995,-29.71159,35.65535,68.2391,38.61711,25.72209,-49.78442,-9.164579,-3.541013,92.41217,139.2939,108.0081,103.4573,74.2999,0,51.37002,87.00803,152.4408,134.0895,199.969,177.6484,69.98405,19.68683,90.61819,68.17271,137.4363,155.9312,101.6011,139.0696,104.2507
100.9114,129.3137,93.22995,45.40892,0,26.39335,-9.240688,-25.72209,98.97239,143.1386,140.8636,41.45835,-19.68683,-12.57483,0.6712614,-35.67756,2.242475,32.80443,-20.89943,-39.64278,-54.61284,-59.32961,-50.45568,27.52203,-26.94588,-113.4397,-98.97239,-78.45182,0.6712614,-35.67756,30.32036,-8.371137,-100.9114,-129.3137,-93.22995,-45.40892,56.51037,46.03859,38.61711,25.72209,-3.813689,-62.98398,-19.68683,74.24812,83.90474,108.0081,98.97239,68.02097,0,13.92069,50.45568,152.4408,131.8471,143.2343,178.3212,69.98405,19.68683,58.5508,108.0888,137.8848,98.97239,101.6011,140.4151,104.2507
107.6388,186.2725,93.22995,45.40892,0,26.61759,-38.61711,-25.72209,114.6697,124.7504,86.37146,74.42273,23.59293,-51.1454,0.8955088,-35.67756,0,-5.76614,-6.54759,-39.64278,-50.57639,-43.40804,-15.24883,-28.98834,-83.90474,-59.17177,-81.25684,-21.49296,-56.06335,21.28131,-19.68683,36.70261,-100.2386,-125.7257,-37.16808,-45.40892,54.49214,36.39595,95.57597,80.43847,-41.93576,-62.98398,-19.68683,35.67756,109.4689,157.5668,99.42088,115.7857,0,70.87955,50.45568,100.8638,166.1569,197.278,178.7697,70.65679,43.45707,35.67756,67.49998,137.6605,143.5976,158.1115,83.90474,47.51613
100.9114,186.0483,93.22995,45.40892,0,26.1691,15.42654,-25.72209,98.97239,132.1505,83.90474,30.24597,15.29578,-33.6541,0.6712614,-35.67756,9.418394,-5.76614,-20.89943,-39.64278,2.121775,-59.32961,6.27893,27.74627,-35.69153,-113.4397,-44.03175,-78.45182,-42.16001,21.05706,35.47805,-8.371137,-48.43746,-105.9919,-36.49533,-22.08718,47.98896,30.34127,38.61711,25.72209,-56.06335,-62.98398,-19.68683,48.23542,83.90474,164.7427,98.97239,115.5614,0,13.92069,50.45568,99.06984,131.8471,143.2343,178.5454,69.98405,76.42145,53.16886,103.6038,128.2421,98.97239,101.6011,104.984,104.2507
100.9114,186.2725,93.22995,45.40892,4.260702,26.61759,18.34175,-1.279109,155.9312,181.7092,85.92297,64.10735,9.465342,-51.1454,-41.48727,-35.67756,56.95886,-5.76614,23.72582,-39.64278,-29.27287,-51.03245,-1.79398,-28.98834,-29.4126,-67.46893,-63.09279,-43.69346,-56.06335,21.28131,-19.68683,48.58773,-71.75919,-129.3137,-59.14433,-45.40892,1.79398,32.3595,72.47848,82.68095,-22.20198,-18.35873,-19.68683,54.06585,140.8636,164.9669,155.9312,115.7857,38.12207,70.87955,99.34164,95.70613,188.8059,151.5315,178.7697,78.2812,45.0268,35.67756,108.313,128.2421,100.7664,158.56,83.90474,81.60175
100.9114,186.0483,93.22995,93.39788,56.51037,-19.12889,-38.61711,31.01253,155.9312,124.7504,140.6394,41.45835,-10.71693,-51.1454,-56.06335,-35.67756,0,-5.76614,35.61094,17.31608,1.897527,-59.32961,6.503177,-28.98834,-83.90474,-56.70505,-87.76001,-44.59045,-56.06335,21.28131,-19.68683,-8.371137,-89.699,-72.57904,-70.3567,-17.82648,0,41.55364,38.61711,25.72209,0.8955088,-6.249362,37.04778,35.67756,140.4151,164.7427,155.707,115.7857,56.95886,13.92069,107.1903,95.70613,131.8471,143.2343,178.5454,69.98405,74.17897,35.67756,56.06335,91.91403,132.8338,101.6011,83.90474,47.51613
124.2331,186.0483,119.2427,45.40892,0,26.39335,-37.94437,-25.72209,98.97239,174.7575,139.9666,86.98059,37.04778,-30.06614,-21.08075,-12.35582,0,36.84089,-20.89943,-39.64278,2.121775,-59.32961,-2.915217,27.52203,-27.17012,-59.39602,-50.31068,-78.45182,-30.05064,21.05706,18.43524,-8.371137,-80.05635,-72.57904,-36.49533,11.3257,10.09114,55.90548,39.28985,25.72209,-41.26302,-62.98398,-19.68683,92.41217,83.90474,164.5184,98.97239,115.5614,0,13.92069,50.45568,95.70613,131.8471,143.2343,164.6421,83.66314,76.42145,35.67756,112.798,137.4363,130.367,104.2921,126.5118,85.41396
100.9114,177.5269,93.22995,101.695,56.73462,25.94485,17.66901,30.56404,98.97239,159.0602,83.90474,30.24597,13.27755,5.589213,0.2227664,-35.67756,44.62525,2.30677,-20.89943,-35.60632,-54.61284,-42.2868,-45.97073,-28.98834,-36.36427,-113.4397,-42.68627,-74.41537,-6.728906,-7.870868,-19.68683,48.36348,-44.62525,-129.3137,-93.22995,-45.40892,56.73462,30.34127,38.61711,33.79499,-56.06335,-58.94752,-19.68683,35.67756,120.2328,112.493,129.0215,108.6098,56.73462,70.20681,107.6388,151.9922,188.1332,160.2772,178.0969,93.30579,19.68683,91.96368,112.3495,124.8784,98.97239,141.2929,109.6932,95.0566
100.9114,129.3137,109.8243,101.0223,55.83762,-8.140767,-38.61711,-6.885296,98.97239,181.7092,83.90474,30.24597,34.80531,-14.59306,0.8955088,-33.21083,0,48.50175,-20.89943,-30.44863,-54.61284,-10.21941,-49.1102,-28.98834,-68.88016,-113.4397,-98.97239,-63.65149,-3.140946,-35.67756,-19.68683,-6.128662,-96.42642,-129.3137,-93.22995,-45.40892,56.95886,30.78976,38.61711,25.72209,-56.06335,-62.98398,-19.68683,50.70214,140.1909,108.0081,152.5675,58.82682,56.95886,70.87955,107.1903,152.665,179.3875,167.9016,121.8108,126.9429,19.68683,72.2299,113.0222,136.5393,98.97239,101.6011,140.8636,47.51613
150.0216,186.0483,93.22995,45.40892,0,26.61759,-23.59253,-25.72209,107.4938,129.9081,91.52915,81.59865,25.61116,-51.1454,0.8955088,-35.67756,56.73462,-5.76614,35.83519,-38.52154,-0.3449476,-44.30503,-2.242475,-28.98834,-81.43802,-80.47528,-42.23777,-23.51119,-56.06335,21.05706,-19.68683,48.58773,-70.41371,-73.92452,-36.49533,-26.57213,26.01271,33.70498,75.84219,82.4567,-22.20198,-30.0196,2.51367,35.67756,104.3113,164.9669,98.97239,115.5614,0,67.96434,52.02542,95.70613,151.8051,199.969,178.7697,74.91749,50.63298,35.67756,113.0222,137.4363,155.707,158.56,83.90474,47.51613
100.9114,143.4413,149.9646,102.1435,48.43746,9.799032,18.11751,31.01253,98.97239,181.485,83.90474,42.35534,37.04778,5.589213,0.6712614,-35.67756,50.45568,50.96848,35.83519,11.2614,-54.61284,-59.32961,0.2242475,27.74627,-27.17012,-113.4397,-42.23777,-78.45182,0.6712614,-21.54996,4.756145,42.75729,-44.17675,-129.3137,-84.0358,-45.40892,56.73462,30.34127,40.85958,39.40118,-43.28125,-6.249362,18.65949,92.41217,83.90474,139.4027,98.97239,62.63903,15.24883,13.92069,57.40736,152.4408,141.7139,143.2343,121.8108,69.98405,19.68683,92.41217,112.798,121.0662,98.97239,158.3357,140.6394,104.2507
157.646,135.3683,93.22995,65.59119,0,-25.40782,18.11751,16.66069,114.6697,181.485,83.90474,30.24597,26.50815,-51.1454,-12.33509,16.57211,13.2306,-5.76614,-2.06264,17.09184,-0.1207001,-10.21941,-24.21873,19.00062,-27.17012,-56.70505,-98.97239,-26.20216,-56.06335,-35.67756,28.30213,46.5695,-100.9114,-72.57904,-36.49533,11.3257,1.569732,37.06869,38.61711,25.72209,-56.06335,-6.249362,21.57471,80.07856,118.2146,113.39,98.97239,105.9188,0,70.6553,53.14666,95.70613,173.7813,199.969,177.4242,76.26298,73.50623,35.67756,112.798,108.2841,155.707,117.0742,83.90474,104.2507
